user_id,movie_id
user_013,tt0114924
user_013,tt0240515
user_014,tt0159421
user_014,tt0172493
user_014,tt0122459
user_014,tt0086361
user_015,tt1039903
user_015,tt0116410
user_015,tt1945062
user_015,tt1640459
user_015,tt0109456
user_015,tt2387433
user_015,tt1726592
user_016,tt1070858
user_016,tt1487931
user_016,tt1129442
user_016,tt0117119
user_016,tt0342167
user_016,tt2124074
user_016,tt0374563
user_017,tt0419946
user_017,tt0115531
user_017,tt1535438
user_017,tt0090934
user_017,tt0986263
user_017,tt0117104
user_017,tt1155076
user_017,tt0119572
user_017,tt1840417
user_017,tt2017038
user_017,tt0103772
user_017,tt0448011
user_017,tt0117688
user_019,tt1122836
user_019,tt1322264
user_019,tt0253798
user_019,tt0120102
user_019,tt0109493
user_019,tt0839742
user_019,tt0086006
user_019,tt1713476
user_019,tt0088333
user_019,tt0094739
user_020,tt0117951
user_020,tt0372183
user_020,tt0114496
user_020,tt0261066
user_020,tt0246404
user_020,tt0111732
user_020,tt1388394
user_020,tt0113492
user_020,tt0217351
user_020,tt1592525
user_020,tt0087957
user_020,tt0110657
user_020,tt0107322
user_020,tt1175491
user_020,tt0116040
user_020,tt0976222
user_021,tt1046163
user_022,tt0116705
user_022,tt1174041
user_022,tt1991245
user_022,tt0389831
user_022,tt0204946
user_022,tt0120866
user_022,tt0101629
user_022,tt0190255
user_023,tt1918965
user_023,tt0090209
user_023,tt3460726
user_023,tt0085701
user_023,tt0097044
user_023,tt1483010
user_023,tt0298814
user_023,tt0086985
user_023,tt0118863
user_023,tt0107818
user_023,tt0253126
user_023,tt0795461
user_023,tt1067774
user_023,tt0086200
user_023,tt0389831
user_023,tt0476995
user_023,tt0166896
user_023,tt0103897
user_024,tt0101669
user_024,tt1174732
user_024,tt0086374
user_025,tt0166896
user_025,tt0112857
user_025,tt0095016
user_025,tt0893412
user_025,tt0472181
user_025,tt0110322
user_025,tt1007028
user_025,tt0448011
user_025,tt1179034
user_025,tt0168786
user_025,tt1433905
user_025,tt1213574
user_025,tt1067774
user_027,tt0102943
user_027,tt0101252
user_027,tt0087629
user_027,tt0091534
user_027,tt0104107
user_027,tt0087054
user_027,tt0830361
user_028,tt0119557
user_028,tt0099699
user_028,tt0104427
user_028,tt0101615
user_028,tt0106868
user_028,tt0116705
user_028,tt0427392
user_030,tt0298148
user_030,tt0417614
user_030,tt0113481
user_030,tt0120632
user_030,tt0212380
user_030,tt0297181
user_030,tt0101669
user_030,tt0315632
user_030,tt0090264
user_030,tt0488414
user_030,tt1533749
user_030,tt0120679
user_030,tt0255819
user_030,tt0087755
user_030,tt0102592
user_031,tt0830361
user_031,tt0111333
user_031,tt0389831
user_031,tt0369672
user_033,tt0109891
user_033,tt0108122
user_033,tt0115472
user_033,tt0112471
user_033,tt0087182
user_033,tt0452702
user_033,tt0163978
user_033,tt0118998
user_033,tt0089853
user_033,tt0760160
user_033,tt0119052
user_033,tt1179034
user_034,tt1588173
user_034,tt0107626
user_034,tt0107818
user_034,tt3175038
user_034,tt0244244
user_034,tt0087747
user_034,tt0117247
user_034,tt0087428
user_034,tt0112641
user_034,tt0117705
user_034,tt0270417
user_034,tt0397044
user_034,tt0092843
user_034,tt1604589
user_034,tt0137523
user_034,tt0100403
user_035,tt0115836
user_035,tt0096454
user_035,tt0251739
user_035,tt0368580
user_035,tt0286947
user_035,tt0105417
user_035,tt0119116
user_035,tt0378072
user_035,tt0085334
user_035,tt0107322
user_035,tt0144142
user_035,tt0108234
user_035,tt0385878
user_035,tt0147004
user_035,tt1183251
user_035,tt0092112
user_035,tt2212008
user_035,tt1650043
user_035,tt0092074
user_036,tt1213663
user_036,tt0986263
user_036,tt3175038
user_036,tt0204137
user_036,tt2265398
user_036,tt0795461
user_036,tt0114928
user_036,tt0113957
user_036,tt0164181
user_038,tt0120696
user_038,tt0100604
user_038,tt0089421
user_038,tt0154420
user_038,tt0246677
user_038,tt0120102
user_038,tt0216216
user_038,tt1174732
user_038,tt0118863
user_039,tt0478311
user_039,tt0347368
user_039,tt1007028
user_039,tt0164334
user_040,tt0119153
user_040,tt0113089
user_040,tt0846308
user_040,tt0472181
user_040,tt0265148
user_040,tt0099699
user_040,tt1894476
user_040,tt0095016
user_041,tt0168786
user_041,tt0103184
user_041,tt0118956
user_041,tt0108551
user_041,tt1316616
user_042,tt0293342
user_042,tt0335266
user_042,tt0089003
user_042,tt0088414
user_042,tt0120765
user_042,tt0114576
user_042,tt0113442
user_042,tt0490210
user_043,tt0978759
user_043,tt0094961
user_043,tt0107798
user_043,tt0119643
user_043,tt0120722
user_043,tt0111333
user_043,tt0426592
user_043,tt0181836
user_043,tt0337921
user_043,tt1433905
user_043,tt1639426
user_044,tt1872818
user_044,tt0225071
user_044,tt0086619
user_044,tt0245562
user_044,tt0090180
user_044,tt0758766
user_044,tt0154420
user_044,tt0097328
user_044,tt0448011
user_044,tt0963966
user_044,tt0138681
user_044,tt0182000
user_044,tt0116722
user_044,tt0918927
user_044,tt0477051
user_044,tt0116823
user_046,tt0088000
user_046,tt0151137
user_046,tt0090264
user_046,tt1179034
user_046,tt0811137
user_046,tt1995260
user_046,tt0257106
user_046,tt2407826
user_046,tt0102749
user_046,tt0244244
user_046,tt1730687
user_046,tt0268380
user_046,tt0107152
user_046,tt2239832
user_046,tt0758766
user_046,tt0099731
user_046,tt0091051
user_046,tt0452702
user_046,tt0258351
user_046,tt0217869
user_047,tt0295238
user_047,tt0119896
user_047,tt3460726
user_047,tt0102493
user_047,tt1262981
user_047,tt2076220
user_047,tt2404555
user_047,tt0086006
user_047,tt0109454
user_047,tt0125439
user_047,tt0093626
user_047,tt0387877
user_047,tt2106739
user_047,tt0168172
user_047,tt0092226
user_048,tt0372873
user_048,tt0102744
user_048,tt0101316
user_049,tt1859650
user_049,tt0312841
user_049,tt0120301
user_049,tt0092843
user_049,tt0208988
user_049,tt0402595
user_049,tt0499596
user_050,tt0096463
user_050,tt0477392
user_050,tt0110971
user_050,tt1067774
user_050,tt0103015
user_050,tt0112442
user_050,tt1995260
user_051,tt0090774
user_051,tt0091554
user_051,tt0101605
user_051,tt0102511
user_051,tt0092718
user_051,tt0093276
user_051,tt0114781
user_051,tt0099327
user_051,tt0163579
user_052,tt0265148
user_052,tt0119152
user_052,tt0302886
user_052,tt1142988
user_052,tt0381971
user_052,tt0114536
user_052,tt1535438
user_052,tt0101669
user_052,tt1059786
user_052,tt0096316
user_052,tt0285728
user_052,tt0091019
user_052,tt1054588
user_052,tt2310332
user_052,tt0102511
user_052,tt0417614
user_052,tt0090934
user_052,tt0087525
user_052,tt0094882
user_052,tt0117420
user_053,tt0273923
user_053,tt0089839
user_053,tt0175880
user_053,tt0120655
user_054,tt0093209
user_054,tt0089421
user_054,tt0488414
user_054,tt0465142
user_054,tt1650554
user_054,tt0120873
user_054,tt2186933
user_054,tt1046173
user_054,tt0341266
user_054,tt0775552
user_054,tt0090769
user_054,tt0250224
user_054,tt0101761
user_054,tt0090927
user_054,tt0107207
user_054,tt0111255
user_054,tt0147004
user_054,tt0327554
user_055,tt1669846
user_055,tt0097289
user_055,tt1549920
user_055,tt1650043
user_055,tt1663143
user_055,tt0209163
user_055,tt0093209
user_055,tt0095271
user_055,tt0089755
user_055,tt0347332
user_055,tt0168786
user_056,tt1386588
user_056,tt0286947
user_056,tt1086772
user_056,tt0098659
user_056,tt0821642
user_056,tt0120899
user_056,tt0114069
user_056,tt0293961
user_056,tt0092226
user_056,tt0814022
user_056,tt0108473
user_056,tt0204137
user_056,tt0097507
user_057,tt0268380
user_057,tt0094021
user_057,tt1039903
user_057,tt0457513
user_057,tt0117420
user_057,tt1640459
user_057,tt0444682
user_057,tt1027862
user_057,tt0096454
user_057,tt0094894
user_057,tt0293961
user_057,tt1487931
user_057,tt0116629
user_057,tt0910936
user_057,tt1587707
user_057,tt0118859
user_058,tt0118863
user_058,tt0450259
user_058,tt0097647
user_058,tt1083456
user_058,tt0477392
user_059,tt0239948
user_059,tt0091939
user_060,tt0147004
user_060,tt0298148
user_060,tt0846308
user_060,tt1242460
user_060,tt0088146
user_060,tt0104427
user_060,tt0087525
user_060,tt0093378
user_060,tt0119395
user_060,tt0116168
user_060,tt0116621
user_060,tt0106582
user_060,tt0095274
user_060,tt0091055
user_060,tt0976222
user_060,tt0309593
user_060,tt0325055
user_060,tt0099512
user_060,tt1843866
user_060,tt1713476
user_061,tt2106739
user_061,tt0117951
user_061,tt0107009
user_061,tt0235737
user_061,tt0986263
user_061,tt1592525
user_061,tt0259711
user_061,tt0212380
user_061,tt0337592
user_061,tt0108234
user_061,tt0095274
user_061,tt1433905
user_061,tt0480269
user_061,tt0110971
user_062,tt0116629
user_062,tt0089129
user_062,tt0114436
user_062,tt0098659
user_062,tt0258351
user_062,tt0093315
user_062,tt0290332
user_063,tt1174732
user_063,tt0159421
user_063,tt0462395
user_063,tt0795461
user_063,tt0122459
user_063,tt0089543
user_063,tt2193364
user_063,tt1790886
user_063,tt0112740
user_064,tt0086619
user_064,tt0119152
user_064,tt0113451
user_064,tt0103897
user_064,tt1730687
user_064,tt1121931
user_064,tt2063781
user_064,tt0113737
user_064,tt0095583
user_064,tt0419887
user_064,tt0477392
user_064,tt0297181
user_064,tt0091396
user_064,tt0116621
user_064,tt1388394
user_064,tt2553908
user_066,tt2545118
user_066,tt1302067
user_066,tt0330069
user_066,tt1070858
user_066,tt1083456
user_066,tt0458525
user_066,tt1244659
user_066,tt0477392
user_066,tt0120383
user_066,tt0115963
user_066,tt0087957
user_066,tt0108122
user_067,tt2318527
user_067,tt0853096
user_067,tt0804461
user_067,tt0800027
user_067,tt2201548
user_067,tt0416185
user_067,tt0086006
user_067,tt0166924
user_067,tt0116311
user_068,tt0244709
user_068,tt0452702
user_068,tt0119738
user_068,tt0125439
user_068,tt0110364
user_069,tt0265148
user_069,tt0105156
user_069,tt0832266
user_069,tt0102951
user_069,tt0775543
user_069,tt0103978
user_069,tt0830361
user_069,tt0235737
user_069,tt0163579
user_069,tt0118570
user_069,tt3086582
user_070,tt0095016
user_070,tt0093596
user_070,tt0141109
user_070,tt0090685
user_070,tt0085387
user_070,tt0216216
user_071,tt0279889
user_071,tt0363988
user_071,tt0409947
user_071,tt0203755
user_071,tt0380277
user_071,tt0093565
user_071,tt0465234
user_071,tt0154420
user_071,tt0347332
user_071,tt0090927
user_071,tt0093626
user_071,tt0141109
user_071,tt0362129
user_071,tt0110066
user_071,tt0264150
user_072,tt0213203
user_072,tt1487931
user_072,tt0116745
user_072,tt0090180
user_072,tt0120632
user_072,tt0280674
user_072,tt0120899
user_072,tt0111255
user_072,tt1866249
user_072,tt0190590
user_072,tt0337996
user_072,tt0878804
user_072,tt0085387
user_072,tt0458525
user_072,tt0120586
user_072,tt0758766
user_072,tt0105156
user_072,tt0092104
user_073,tt0117119
user_073,tt1129442
user_073,tt1458939
user_073,tt0119116
user_073,tt0422720
user_073,tt0093175
user_073,tt0970179
user_073,tt0120383
user_073,tt0246677
user_073,tt0338096
user_073,tt2407826
user_073,tt0104541
user_073,tt0446755
user_073,tt0100611
user_073,tt1415283
user_074,tt0347332
user_074,tt0488414
user_074,tt0216216
user_074,tt0814005
user_074,tt2094890
user_074,tt0112471
user_074,tt0473488
user_074,tt0356721
user_075,tt1336608
user_075,tt0118771
user_075,tt1122836
user_075,tt0293961
user_075,tt0113690
user_075,tt0312841
user_075,tt0302886
user_075,tt1193630
user_075,tt0113737
user_075,tt0118998
user_075,tt0090713
user_075,tt0102951
user_075,tt1153690
user_076,tt0107985
user_076,tt1639426
user_076,tt0118771
user_076,tt1604589
user_076,tt0093565
user_076,tt0096324
user_076,tt0107798
user_076,tt0090264
user_076,tt0286244
user_076,tt0175880
user_076,tt0101615
user_076,tt0283503
user_077,tt0107985
user_077,tt1213644
user_078,tt1487931
user_078,tt0091055
user_078,tt0357585
user_078,tt0091164
user_078,tt0088333
user_078,tt0116705
user_078,tt0317198
user_078,tt0103859
user_078,tt0113463
user_078,tt0096324
user_079,tt0258351
user_079,tt1918886
user_079,tt0116908
user_080,tt0276033
user_080,tt0131857
user_080,tt0489281
user_080,tt0113089
user_080,tt2201548
user_080,tt0192111
user_080,tt0095145
user_080,tt0120722
user_080,tt0086361
user_080,tt1155076
user_080,tt0893412
user_080,tt0246578
user_080,tt0118859
user_080,tt1034314
user_080,tt0120899
user_080,tt0277434
user_080,tt0452623
user_080,tt1650554
user_081,tt0433412
user_081,tt2992552
user_081,tt0795461
user_081,tt0168172
user_081,tt0337592
user_081,tt1311071
user_082,tt0115645
user_082,tt0089421
user_082,tt0105156
user_082,tt0113957
user_082,tt0089003
user_082,tt0144715
user_082,tt0113690
user_082,tt0107798
user_082,tt0427089
user_082,tt0102517
user_082,tt0162677
user_082,tt0800027
user_082,tt0103978
user_082,tt0099699
user_082,tt0089839
user_083,tt0119052
user_083,tt1604589
user_083,tt0955306
user_083,tt0311113
user_083,tt0369672
user_083,tt0110759
user_084,tt0089791
user_084,tt0290212
user_084,tt0293342
user_084,tt0191074
user_084,tt0265029
user_084,tt0097937
user_084,tt0086637
user_084,tt0091019
user_084,tt0499375
user_084,tt0417614
user_084,tt0094882
user_084,tt0108160
user_084,tt0209163
user_084,tt0110971
user_084,tt0182000
user_084,tt2345112
user_084,tt0088889
user_084,tt0120632
user_085,tt0103872
user_085,tt0775552
user_085,tt0337921
user_085,tt1858776
user_085,tt0159421
user_085,tt0086192
user_085,tt0093186
user_085,tt0423294
user_085,tt0116722
user_085,tt0092632
user_085,tt0118836
user_085,tt0363988
user_085,tt1034032
user_085,tt0098308
user_085,tt0420087
user_085,tt1520498
user_086,tt0097240
user_086,tt0119395
user_087,tt0358135
user_087,tt1791500
user_087,tt0089421
user_087,tt0119896
user_087,tt0100419
user_087,tt0212380
user_088,tt0246677
user_088,tt0099512
user_088,tt0098308
user_088,tt1894476
user_088,tt1253853
user_089,tt0102048
user_089,tt0213203
user_089,tt0102713
user_089,tt0113451
user_089,tt0089839
user_089,tt2442502
user_089,tt0437863
user_089,tt1222817
user_089,tt0203027
user_089,tt0107034
user_089,tt0090934
user_089,tt0109456
user_090,tt0113492
user_090,tt1152758
user_090,tt0113690
user_090,tt0277434
user_090,tt0107091
user_090,tt2178470
user_090,tt0120271
user_090,tt3173910
user_090,tt0107207
user_090,tt0102492
user_090,tt2076220
user_090,tt1629376
user_090,tt0108473
user_090,tt0264150
user_091,tt0198386
user_091,tt0092104
user_091,tt0373746
user_091,tt0085382
user_091,tt0213203
user_091,tt0093315
user_091,tt0119643
user_091,tt0120873
user_091,tt0317198
user_091,tt1627924
user_091,tt0113089
user_091,tt0090713
user_091,tt0094021
user_091,tt0107798
user_091,tt0422774
user_091,tt0124718
user_091,tt0385878
user_091,tt0118556
user_092,tt0293662
user_092,tt2737050
user_092,tt0092632
user_092,tt0376994
user_092,tt0096316
user_092,tt0192949
user_092,tt1623288
user_092,tt0433412
user_092,tt1730687
user_092,tt0103897
user_092,tt0094304
user_092,tt0099578
user_092,tt0086143
user_093,tt1049405
user_093,tt0217756
user_093,tt0164912
user_093,tt1483013
user_093,tt0089601
user_093,tt1034314
user_093,tt0114781
user_093,tt2334873
user_093,tt0092117
user_093,tt0088146
user_093,tt0484740
user_093,tt0138097
user_093,tt0956038
user_093,tt1272878
user_093,tt0499554
user_093,tt0087980
user_093,tt0107468
user_094,tt2388637
user_095,tt0092112
user_095,tt0790804
user_095,tt0107091
user_095,tt0450405
user_095,tt0290210
user_095,tt0250224
user_095,tt2076220
user_095,tt2212008
user_095,tt2345112
user_095,tt3210686
user_095,tt0102741
user_095,tt1175491
user_095,tt2063781
user_097,tt0108122
user_097,tt0091954
user_097,tt0087182
user_097,tt0094882
user_097,tt0094021
user_097,tt0327554
user_097,tt0118783
user_097,tt0093690
user_098,tt0134983
user_098,tt0312841
user_098,tt0110759
user_098,tt0117104
user_098,tt0091630
user_098,tt1389127
user_098,tt0087015
user_099,tt0097044
user_099,tt0118998
user_100,tt0097289
user_100,tt0101523
user_100,tt1978480
user_100,tt0891527
user_100,tt0418206
user_100,tt0090934
user_100,tt0107818
user_100,tt0853096
user_100,tt0110657
user_100,tt1244659
user_100,tt0347332
user_100,tt0478311
user_100,tt0422720
